SNOMED,52254009,EDTA2,1003
SNOMED,445119005,EDTA2,1019
SNOMED,48796009,EDTA2,1026
SNOMED,197601003,EDTA2,1035
SNOMED,722369003,EDTA2,1057
SNOMED,236384008,EDTA2,1061
SNOMED,236385009,EDTA2,1074
SNOMED,722118005,EDTA2,1088
SNOMED,44785005,EDTA2,1090
SNOMED,236407003,EDTA2,1116
SNOMED,445404003,EDTA2,1137
SNOMED,282364005,EDTA2,1159
SNOMED,236411009,EDTA2,1171
SNOMED,722119002,EDTA2,1185
SNOMED,722086002,EDTA2,1192
SNOMED,722120008,EDTA2,1205
SNOMED,722168002,EDTA2,1214
SNOMED,75888001,EDTA2,1222
SNOMED,722760002,EDTA2,1233
SNOMED,236409000,EDTA2,1246
SNOMED,197697005,EDTA2,1251
SNOMED,236404005,EDTA2,1267
SNOMED,445388002,EDTA2,1279
SNOMED,444977005,EDTA2,1298
SNOMED,1269761000000101,EDTA2,1312
SNOMED,3704008,EDTA2,1331
SNOMED,35546006,EDTA2,1349
SNOMED,83866005,EDTA2,1354
SNOMED, 36171008,EDTA2,1377
SNOMED, 724599009,EDTA2,1383
SNOMED,722191003,EDTA2,1396
SNOMED,195353004,EDTA2,1401
SNOMED,1144805008,EDTA2,1429
SNOMED,82275008,EDTA2,1438
SNOMED,155441006,EDTA2,1455
SNOMED,50581000,EDTA2,1464
SNOMED,68815009,EDTA2,1486
SNOMED,191306005,EDTA2,1504
SNOMED,236502006,EDTA2,1527
SNOMED,239947001,EDTA2,1543
SNOMED,128971000119101,EDTA2,1562
SNOMED,30911005,EDTA2,1589
SNOMED,197764002,EDTA2,1602
SNOMED,707208009,EDTA2,1618
SNOMED,204949001,EDTA2,1625
SNOMED,737562008,EDTA2,1639
SNOMED,710571007,EDTA2,1641
SNOMED,253864004,EDTA2,1656
SNOMED,373584008,EDTA2,1660
SNOMED,373585009,EDTA2,1673
SNOMED,253900005,EDTA2,1687
SNOMED,5187006,EDTA2,1694
SNOMED,445387007,EDTA2,1706
SNOMED,61758007,EDTA2,1710
SNOMED,253904001,EDTA2,1723
SNOMED,18417009,EDTA2,1734
SNOMED,90241004,EDTA2,1747
SNOMED,86249007,EDTA2,1752
SNOMED,722078002,EDTA2,1768
SNOMED,722082000,EDTA2,1775
SNOMED,722081007,EDTA2,1781
SNOMED,722089009,EDTA2,1799
SNOMED,722088001,EDTA2,1809
SNOMED,197808006,EDTA2,1813
SNOMED,236017004,EDTA2,1821
SNOMED,95566004,EDTA2,1832
SNOMED,444717006,EDTA2,1845
SNOMED,37497004,EDTA2,1850
SNOMED,444690001,EDTA2,1866
SNOMED,267441009,EDTA2,1878
SNOMED,428255004,EDTA2,1884
SNOMED,83923004,EDTA2,1907
SNOMED,45927004,EDTA2,1924
SNOMED,418839003,EDTA2,1948
SNOMED,37061001,EDTA2,1969
SNOMED,717770008,EDTA2,1982
SNOMED,439990003,EDTA2,2005
SNOMED,59400006,EDTA2,2022
SNOMED,704203009,EDTA2,2046
SNOMED,704205002,EDTA2,2067
SNOMED,704206001,EDTA2,2080
SNOMED,704055002,EDTA2,2108
SNOMED,53556002,EDTA2,2120
SNOMED,4390004,EDTA2,2149
SNOMED,704204003,EDTA2,2165
SNOMED,236496000,EDTA2,2183
SNOMED,7725007,EDTA2,2219
SNOMED,197772000,EDTA2,2226
SNOMED,44323002,EDTA2,2235
SNOMED,77377001,EDTA2,2242
SNOMED,716864001,EDTA2,2257
SNOMED,38898003,EDTA2,2261
SNOMED,713504001,EDTA2,2274
SNOMED,236706006,EDTA2,2290
SNOMED,40733004,EDTA2,2300
